000000F 103311 103399 SINE/MIR
000000F 105588 105707 DNA/TcMar-Tigger
000000F 106333 106499 LINE/L2
000000F 106749 107047 LINE/L2
000000F 108103 108136 Low_complexity
000000F 109146 109256 LINE/L2
000000F 109710 109809 LINE/L2
000000F 109843 110396 LINE/L2
000000F 110495 110524 Simple_repeat
000000F 111599 111684 LINE/L1
000000F 111769 111801 Simple_repeat
000000F 111921 112100 DNA/hAT-Charlie
000000F 112059 112105 DNA/hAT-Charlie
000000F 112249 112479 SINE/MIR
000000F 113203 113570 LTR/ERVL-MaLR
000000F 113684 114046 LINE/L2
000000F 114430 114550 LINE/L2
000000F 114569 114654 DNA/hAT-Charlie
000000F 114738 115085 LINE/L2
000000F 115418 115685 LINE/L1
000000F 117210 117328 DNA/hAT-Blackjack
000000F 117662 117865 LTR/ERVL
000000F 117883 117951 LINE/L1
000000F 117940 118336 LINE/L1
000000F 118504 118610 LTR/ERVL
000000F 118725 119038 LTR/ERVL
000000F 119252 119302 LTR/ERVK
000000F 119944 120191 SINE/MIR
000000F 121985 122130 LTR/ERVL
000000F 122156 122295 LTR/ERV1
000000F 122304 122675 LTR/ERVL-MaLR
000000F 129008 129145 LINE/L2
000000F 129195 129296 LINE/L2
000000F 129317 129404 Simple_repeat
000000F 129632 129717 DNA/hAT-Charlie
000000F 129721 129841 LINE/L2
000000F 132141 132356 LINE/L1
000000F 132371 132975 Satellite
000000F 132932 133003 LTR/ERVK
000000F 133005 133367 LINE/L1
000000F 133370 133583 LINE/L1
000000F 134388 134417 Low_complexity
000000F 135081 135126 Low_complexity
000000F 135751 135932 SINE/MIR
000000F 136022 136094 SINE/MIR
000000F 136330 136524 SINE/MIR
000000F 138268 138426 DNA/hAT-Charlie
000000F 138594 138712 SINE/MIR
000000F 138832 139172 DNA/TcMar-Tigger
000000F 139194 139213 Simple_repeat
000000F 139271 139359 DNA/TcMar-Tigger
000000F 139367 140195 LINE/L1
000000F 140441 140578 DNA/hAT-Charlie
000000F 140581 140654 DNA/TcMar-Tigger
000000F 140652 140822 SINE/5S
000000F 141522 141667 LINE/L1
000000F 142303 142491 DNA/hAT-Charlie
000000F 142512 142624 LINE/L2
000000F 142749 142789 Simple_repeat
000000F 142793 142898 SINE/MIR
000000F 147383 147624 LTR/ERVL-MaLR
000000F 149056 149262 LTR/ERVL-MaLR
000000F 149977 150006 Simple_repeat
000000F 150671 151050 LINE/L1
000000F 151121 151258 LINE/L1
000000F 151943 151978 Simple_repeat
000000F 151979 152560 LINE/L1
000000F 152909 152971 SINE/MIR
000000F 153197 153345 DNA/TcMar-Tigger
000000F 153334 153415 DNA/TcMar-Tigger
000000F 153416 153893 LTR/ERV1
000000F 154326 154802 LTR/ERV1
000000F 154948 155070 LTR/ERV1
000000F 155439 155543 LINE/L1
000000F 155593 155641 Simple_repeat
000000F 155657 156015 LINE/L1
000000F 156203 156428 SINE/MIR
000000F 156808 156888 LINE/L1
000000F 156896 157063 LINE/L1
000000F 157077 157577 LTR/ERVL-MaLR
000000F 157580 158367 LINE/L1
000000F 158479 158714 LINE/L2
000000F 158766 158893 DNA/hAT-Charlie
000000F 158925 159064 DNA/hAT-Charlie
000000F 159072 159167 DNA/hAT-Charlie
000000F 159168 159377 LINE/L1
000000F 159385 159476 LINE/L1
000000F 159465 160991 LINE/L1
000000F 161833 161942 SINE/MIR
000000F 162576 162645 Low_complexity
000000F 162791 162822 Simple_repeat
000000F 164418 164466 LINE/L2
000000F 164833 164857 Simple_repeat
000000F 164932 165070 DNA/TcMar-Tc2
000000F 166849 167499 DNA/hAT-Blackjack
000000F 168205 168539 LINE/L1
000000F 168543 169417 Satellite
000000F 169418 170663 LINE/L1
000000F 171158 171650 LINE/L1
000000F 172518 172803 LTR/ERVL-MaLR
000000F 172822 172913 LINE/L1
000000F 172973 173069 LINE/L1
000000F 173120 173377 DNA/hAT-Charlie
000000F 173378 173550 LINE/L1
000000F 175850 176328 DNA/TcMar-Tc2
000000F 176763 177407 LINE/L1
000000F 178025 178127 SINE/MIR
000000F 178268 178359 LINE/L1
000000F 178352 179216 LINE/L1
000000F 179479 179566 DNA/TcMar-Tigger
000000F 179575 179625 Simple_repeat
000000F 179734 179789 DNA/hAT-Charlie
000000F 179798 180745 DNA/TcMar-Tigger
000000F 180770 180839 Simple_repeat
000000F 181023 181050 Simple_repeat
000000F 181924 182405 LINE/L1
000000F 182421 182770 Satellite
000000F 182771 182876 LINE/L1
000000F 182885 183539 Satellite
000000F 183503 183575 LTR/ERVK
000000F 183576 183876 LINE/L1
000000F 184006 184122 DNA/hAT-Blackjack
000000F 186586 186773 DNA/hAT-Charlie
000000F 187761 187849 LINE/L1
000000F 187876 188380 LINE/L1
000000F 189174 189201 Simple_repeat
000000F 192297 192681 LINE/L1
000000F 192682 192815 Satellite
000000F 192833 193006 LINE/L1
000000F 193592 193758 DNA/hAT-Charlie
000000F 194107 194716 LINE/L2
000000F 194766 195325 LINE/L1
000000F 195318 195807 LINE/L1
000000F 195803 196088 LINE/L1
000000F 196097 196419 LINE/L1
000000F 196420 196457 Simple_repeat
000000F 196458 197289 LINE/L1
000000F 197297 197457 LINE/L1
000000F 197458 197493 Simple_repeat
000000F 197494 198755 LINE/L1
000000F 198758 199258 LINE/L2
000000F 200286 200339 Simple_repeat
000000F 201255 201537 DNA/hAT-Tip100
000000F 201540 201602 DNA/TcMar-Tigger
000000F 201590 201628 DNA/TcMar-Tigger
000000F 201626 201680 DNA/TcMar-Tigger
000000F 201758 201847 DNA/hAT-Tip100
000000F 203732 204380 LINE/L1
000000F 204424 204587 Satellite
000000F 204588 204691 LINE/L1
000000F 205767 205804 Simple_repeat
000000F 206132 206359 SINE/MIR
000000F 207828 208660 LINE/L1
000000F 208661 208824 DNA/hAT-Charlie
000000F 208825 209377 LINE/L1
000000F 209380 209510 LINE/L1
000000F 209965 210007 Low_complexity
000000F 211688 211780 LINE/L1
000000F 212622 212761 DNA/hAT-Charlie
000000F 212772 213138 LTR/ERVL-MaLR
000000F 213732 214111 DNA/TcMar-Tigger
000000F 214118 214214 DNA/TcMar-Tigger
000000F 215213 215333 DNA/hAT-Charlie
000000F 216866 216916 LINE/L1
000000F 217415 217619 DNA/hAT-Charlie
000000F 218751 218802 SINE/MIR
000000F 219395 219491 DNA/hAT-Charlie
000000F 222063 222508 DNA/hAT-Charlie
000000F 223867 224029 DNA/hAT-Charlie
000000F 224022 224057 DNA/hAT-Charlie
000000F 225930 225997 LINE/L2
000000F 226412 226447 Simple_repeat
000000F 226945 227187 SINE/MIR
000000F 227248 227520 LTR/ERVL-MaLR
000000F 227586 227621 Low_complexity
000000F 228473 228499 Simple_repeat
000000F 229094 229131 Simple_repeat
000000F 230863 230922 SINE/MIR
000000F 231596 231638 Simple_repeat
000000F 232210 232723 DNA/PiggyBac
000000F 232724 232886 LINE/L1
000000F 232897 232922 Simple_repeat
000000F 232983 233162 LINE/L1
000000F 233201 233611 LINE/L1
000000F 233613 233663 Simple_repeat
000000F 233713 233753 Simple_repeat
000000F 235145 235177 Simple_repeat
000000F 235249 235473 SINE/MIR
000000F 235779 235820 Simple_repeat
000000F 236207 236261 SINE/MIR
000000F 237438 237535 LTR/ERV1
000000F 238600 238621 Simple_repeat
000000F 238704 238873 LINE/L1
000000F 238885 239242 LTR/ERV1
000000F 242054 242417 LTR/ERVL-MaLR
000000F 243054 243566 LINE/L1
000000F 243567 244320 LINE/L1
000000F 244319 244652 LINE/L1
000000F 245400 245434 Simple_repeat
000000F 246484 246558 SINE/MIR
000000F 246792 246857 SINE/MIR
000000F 247828 247903 LINE/L1
000000F 247920 248357 LINE/L1
000000F 249604 249763 DNA/hAT-Charlie
000000F 250091 250259 LINE/L1
000000F 251900 252274 LINE/L1
000000F 252350 252562 LINE/L2
000000F 252614 252631 Simple_repeat
000000F 253900 253916 LTR/ERV1
000000F 253917 254007 LTR/ERV1
000000F 254008 254032 LTR/ERV1
000000F 255588 255625 Simple_repeat
000000F 255676 255803 SINE/MIR
000000F 256276 256308 Low_complexity
000000F 256325 256368 Simple_repeat
000000F 256369 256437 Low_complexity
000000F 257535 257675 LTR/ERVK
000000F 258337 258717 LTR/ERVL-MaLR
000000F 259101 259574 LINE/L1
000000F 259594 259905 LINE/L1
000000F 260802 260973 SINE/MIR
000000F 261247 261574 LINE/L2
000000F 261635 262214 LINE/L1
000000F 262204 262360 LINE/L1
000000F 262386 262766 LINE/L1
000000F 262796 262956 LINE/L1
000000F 262977 263114 LINE/L1
000000F 263115 263159 Simple_repeat
000000F 263160 263519 LINE/L1
000000F 264476 264559 LINE/L1
000000F 265397 265590 DNA/hAT-Charlie
000000F 265650 265710 LINE/L2
000000F 265994 266828 LINE/L2
000000F 267070 267451 LTR/ERV1
000000F 269497 269521 Simple_repeat
000000F 269680 269783 LINE/L2
000000F 270637 270698 LTR/ERVL-MaLR
000000F 270811 270927 LTR/ERVL
000000F 271722 271747 Simple_repeat
000000F 272057 272350 LTR/ERVL-MaLR
000000F 272392 272431 Simple_repeat
000000F 272507 272616 LINE/L2
000000F 272942 273220 LINE/L2
000000F 273882 274024 LTR/ERVL
000000F 274137 274255 LTR/ERVL
000000F 274309 274414 LTR/Gypsy
000000F 274785 274826 Simple_repeat
000000F 275406 275506 SINE/MIR
000000F 275761 276109 LINE/L1
000000F 278222 278260 Simple_repeat
000000F 278446 278499 Simple_repeat
000000F 278742 279093 LTR/ERVL
000000F 279102 279190 LINE/L2
000000F 279273 279477 SINE/MIR
000000F 280548 280756 SINE/MIR
000000F 281530 281720 DNA/hAT-Tip100
000000F 281792 281838 DNA/hAT-Charlie
000000F 281860 281916 DNA/hAT-Charlie
000000F 281917 281984 DNA/hAT-Charlie
000000F 282263 282345 Simple_repeat
000000F 282381 282467 LTR/Gypsy
000000F 284126 284156 Low_complexity
000000F 284759 284860 DNA/hAT-Tip100
000000F 285110 285272 DNA/hAT-Charlie
000000F 285640 285881 DNA/hAT-Charlie
000000F 286603 286783 LTR/ERVL
000000F 286826 287230 LTR/ERVL
000000F 287848 288038 SINE/MIR
000000F 288492 288674 SINE/MIR
000000F 288840 289233 LINE/L1
000000F 290980 291233 LINE/L1
000000F 291253 291472 LINE/L1
000000F 292142 292598 LINE/L2
000000F 292652 292798 SINE/MIR
000000F 292816 292932 SINE/MIR
000000F 293076 293240 SINE/MIR
000000F 293946 294196 SINE/MIR
000000F 294233 294333 SINE/MIR
000000F 295497 295562 SINE/MIR
000000F 296225 296252 Low_complexity
000000F 296253 296301 LINE/L1
000000F 296304 296350 Simple_repeat
000000F 296706 296798 DNA/hAT-Blackjack
000000F 296809 296906 LTR/Gypsy
000000F 297750 297776 Simple_repeat
000000F 297857 297940 LINE/L1
000000F 298685 298764 DNA/TcMar-Tigger
000000F 298771 298799 Simple_repeat
000000F 298823 299551 LINE/L1
000000F 299618 299975 LINE/L2
000000F 299976 300849 DNA/hAT-Charlie
000000F 300972 301475 LTR/ERVL-MaLR
000000F 301481 301618 SINE/MIR
000000F 302145 302169 Simple_repeat
000000F 304129 304177 Simple_repeat
000000F 306743 306884 LINE/L1
000000F 306885 306930 Simple_repeat
000000F 306931 307003 LINE/L1
000000F 307080 307208 SINE/MIR
000000F 307935 308039 LINE/L2
000000F 308706 308896 SINE/MIR
000000F 310063 310171 SINE/MIR
000000F 310299 310492 DNA/hAT-Charlie
000000F 310516 310600 SINE/MIR
000000F 311085 311275 SINE/MIR
000000F 311547 311779 SINE/MIR
000000F 312037 312081 Simple_repeat
000000F 312083 312197 SINE/MIR
000000F 313166 313499 LTR/ERVL-MaLR
000000F 313802 313833 Simple_repeat
000000F 315507 315600 LINE/L1
000000F 315798 316125 DNA/TcMar-Tigger
000000F 316620 316751 SINE/MIR
000000F 317406 317506 DNA/hAT-Tip100
000000F 317516 317655 SINE/MIR
000000F 317662 317730 SINE/tRNA-Core-RTE
000000F 318513 318582 LINE/L2
000000F 319266 319318 SINE/MIR
000000F 319895 320793 LINE/L1
000000F 324587 324897 DNA/hAT-Charlie
000000F 324927 324960 Simple_repeat
000000F 325167 325470 LINE/RTE-X
000000F 325758 325906 SINE/MIR
000000F 325965 326004 Simple_repeat
000000F 326309 326431 LINE/L2
000000F 326635 326734 SINE/MIR
000000F 327693 327751 SINE/MIR
000000F 328084 328126 Simple_repeat
000000F 329600 329677 DNA/hAT-Tip100
000000F 329720 329833 LINE/L1
000000F 330981 331167 LINE/L2
000000F 332577 332878 LINE/L2
000000F 333765 334110 LINE/L2
000000F 334152 334239 LINE/L1
000000F 334260 334387 SINE/MIR
000000F 334419 334464 Simple_repeat
000000F 334543 334605 LINE/L2
000000F 335429 335461 Simple_repeat
000000F 336636 336699 Simple_repeat
000000F 337019 337230 DNA/hAT-Charlie
000000F 338231 338323 SINE/MIR
000000F 338366 338532 LINE/L2
000000F 338987 339028 Simple_repeat
000000F 339337 339371 Simple_repeat
000000F 339472 339682 DNA/TcMar-Tigger
000000F 339687 339928 DNA/TcMar-Tigger
000000F 340034 340142 LTR
000000F 341511 341661 DNA/TcMar-Tigger
000000F 341662 341685 DNA/TcMar-Mariner
000000F 341991 342150 DNA/TcMar-Tc2
000000F 342237 342287 LINE/L2
000000F 342323 342785 DNA/TcMar-Tigger
000000F 342798 343146 LTR
000000F 343573 343650 DNA/TcMar-Tigger
000000F 343651 343691 Simple_repeat
000000F 343692 343745 DNA/TcMar-Tigger
000000F 345708 345847 SINE/MIR
000000F 345871 346329 LTR/ERVL
000000F 347566 347614 DNA/hAT-Tip100
000000F 347842 347974 DNA/hAT-Charlie
000000F 348540 348612 LINE/L2
000000F 348756 348799 LINE/L2
000000F 349594 349708 SINE/MIR
000000F 349761 349894 SINE/MIR
000000F 350164 350252 LINE/L2
000000F 350375 350725 LTR/ERVL-MaLR
000000F 351686 352191 LTR/Gypsy?
000000F 352801 352990 SINE/MIR
000000F 352967 353238 SINE/MIR
000000F 354108 354166 SINE/MIR
000000F 355306 355543 SINE/tRNA-RTE
000000F 356644 356705 SINE/MIR
000000F 356897 357305 LTR/ERVL-MaLR
000000F 357388 357454 LINE/L2
000000F 357812 357975 LTR/ERVL
000000F 359788 359952 LINE/L2
000000F 361089 361137 LINE/RTE-BovB
000000F 361288 361378 SINE/MIR
000000F 363030 363123 LINE/L2
000000F 363424 363500 LINE/L2
000000F 364451 364647 SINE/MIR
000000F 364729 364833 LINE/L2
000000F 365052 365413 LTR/ERVL
000000F 365736 365812 DNA/TcMar-Mariner
000000F 366554 366701 SINE/MIR
000000F 368440 368481 Simple_repeat
000000F 368525 368648 SINE/MIR
000000F 369520 369671 LTR/Gypsy?
000000F 370122 370635 LINE/L1
000000F 370642 370669 Simple_repeat
000000F 372029 372641 DNA/hAT-Tag1
000000F 372844 373358 LINE/L2
000000F 373371 373536 LINE/L2
000000F 373541 373733 LINE/L2
000000F 373735 373882 LINE/L2
000000F 373905 374022 LINE/L2
000000F 374027 374152 LINE/L2
000000F 374393 374516 DNA/hAT-Charlie
000000F 374560 374631 DNA/hAT-Charlie
000000F 374634 374666 Simple_repeat
000000F 375305 375346 Simple_repeat
000000F 375408 375593 LINE/L2
000000F 375575 375659 LINE/L2
000000F 375666 375687 Simple_repeat
000000F 375955 375991 Simple_repeat
000000F 376336 376386 SINE/MIR
000000F 376940 377078 LINE/L2
000000F 377545 377651 Simple_repeat
000000F 377652 377736 LINE/L1
000000F 377792 378962 LINE/L1
000000F 378979 379384 LTR/ERVL
000000F 379385 379802 LTR/ERVL-MaLR
000000F 379803 379960 LTR/ERVL
000000F 379961 380540 LINE/L1
000000F 380541 380789 LINE/L1
000000F 380790 380900 LINE/L1
000000F 381955 382319 LTR/ERVL-MaLR
000000F 382368 382512 LINE/L2
000000F 382578 382669 LINE/L2
000000F 383256 383324 SINE/MIR
000000F 383574 383706 DNA/hAT-Charlie
000000F 383707 383952 LINE/L2
000000F 383947 384036 LINE/L2
000000F 384163 384254 LINE/L2
000000F 384554 384613 SINE/MIR
000000F 384671 384701 Simple_repeat
000000F 384755 384796 LINE/L2
000000F 385464 385540 DNA/TcMar-Tigger
000000F 386533 386606 Simple_repeat
000000F 388717 388868 LTR/ERVL-MaLR
000000F 388895 389033 DNA/hAT-Charlie
000000F 390794 390844 LINE/L2
000000F 390929 391341 LINE/L1
000000F 391383 391529 LINE/L2
000000F 392172 392510 LTR/ERVL
000000F 392977 393156 LTR/ERVL-MaLR
000000F 393461 393704 LTR/ERVL-MaLR
000000F 393709 394268 LTR/ERV1
000000F 394346 394629 LINE/CR1
000000F 396280 396890 LINE/L1
000000F 397716 398003 LINE/L1
000000F 398443 398469 Simple_repeat
000000F 398504 398630 SINE/5S
000000F 399770 399832 SINE/MIR
000000F 399840 399878 Simple_repeat
000000F 400003 400432 DNA/TcMar-Tc2
000000F 401774 401844 SINE/MIR
000000F 401845 401963 SINE/MIR
000000F 402076 402270 SINE/MIR
000000F 403020 403384 LTR/ERVL-MaLR
000000F 403403 403448 Simple_repeat
000000F 403458 403513 Simple_repeat
000000F 404399 404475 Simple_repeat
000000F 405279 405512 LINE/L2
000000F 407458 407484 Simple_repeat
000000F 409693 409798 DNA/hAT-Charlie
000000F 409847 409902 LINE/L2
000000F 410814 410846 Simple_repeat
000000F 411226 411267 LINE/L1
000000F 411268 411293 Simple_repeat
000000F 411294 411870 LINE/L1
000000F 412063 412443 LINE/L2
000000F 412668 412834 LINE/L2
000000F 413227 413304 Simple_repeat
000000F 413754 413778 Simple_repeat
000000F 414479 414516 Simple_repeat
000000F 415755 415960 LINE/CR1
000000F 417334 417787 LTR/ERVL-MaLR
000000F 418136 418157 Simple_repeat
000000F 418573 418597 Simple_repeat
000000F 420470 420513 Simple_repeat
000000F 420617 420726 SINE/MIR
000000F 420854 420932 LINE/L2
000000F 421383 421421 Simple_repeat
000000F 421591 421661 Unknown
000000F 421798 421910 Unknown
000000F 422166 422548 LTR/Gypsy
000000F 423318 423447 LINE/L2
000000F 423482 423978 LINE/L2
000000F 424083 424208 SINE/MIR
000000F 424287 424367 DNA/TcMar-Tc2
000000F 424930 425120 LINE/L2
000000F 426047 426405 LTR/ERV1
000000F 426411 426538 LINE/L2
000000F 427043 427210 Unknown
000000F 428078 428421 LTR/ERVL-MaLR
000000F 428439 428543 Satellite
000000F 428487 428579 LTR/ERVK
000000F 428582 428942 LINE/L1
000000F 428944 428992 Simple_repeat
000000F 428995 429191 LTR/ERVL-MaLR
000000F 429452 429553 LINE/L2
000000F 429521 429587 LINE/L2
000000F 429673 429755 SINE/MIR
000000F 430673 430748 LTR/ERVK
000000F 430793 431031 SINE/MIR
000000F 431091 431358 SINE/MIR
000000F 431588 431736 DNA?
000000F 431943 431998 Low_complexity
000000F 432410 432501 Simple_repeat
000000F 432507 432551 Simple_repeat
000000F 432567 432631 Simple_repeat
000000F 432673 432691 Simple_repeat
000000F 432864 433067 DNA/hAT-Charlie
000000F 433070 433199 LINE/L2
000000F 433393 433543 SINE/MIR
000000F 433787 434111 LTR/ERVL-MaLR
000000F 434121 434277 SINE/MIR
000000F 434347 434480 DNA/TcMar-Tigger
000000F 434594 434787 DNA/TcMar-Tigger
000000F 436444 436485 Simple_repeat
000000F 436950 436995 LINE/L2
000000F 437172 437260 LINE/L2
000000F 437362 437397 Simple_repeat
000000F 437484 437713 SINE/MIR
000000F 438138 438160 Simple_repeat
000000F 438216 438292 LTR/ERVL-MaLR
000000F 438888 440010 LINE/L1
000000F 440011 440053 Simple_repeat
000000F 440054 441031 LINE/L1
000000F 441132 441497 LTR/ERVL
000000F 441517 441655 LINE/L1
000000F 442245 442350 LTR/ERVL
000000F 442364 442376 Simple_repeat
000000F 442377 442527 Simple_repeat
000000F 442530 442691 LINE/L2
000000F 442914 443055 LINE/L2
000000F 443644 443696 Simple_repeat
000000F 443699 443743 Simple_repeat
000000F 443781 443880 LINE/L2
000000F 444538 444990 LINE/CR1
000000F 445021 445113 LINE/CR1
000000F 445384 445789 LTR/Gypsy
000000F 445959 446169 LTR/Gypsy
000000F 446359 446773 LINE/CR1
000000F 447461 447572 DNA/hAT-Charlie
000000F 447647 447835 DNA/hAT-Charlie
000000F 449167 449769 LINE/L1
000000F 449786 449919 LINE/L1
000000F 450353 450574 SINE/MIR
000000F 450589 450641 Simple_repeat
000000F 451469 451524 LINE/L2
000000F 453264 453366 SINE/MIR
000000F 455025 455257 LINE/L2
000000F 455287 455518 DNA/hAT-Charlie
000000F 455954 456092 DNA/hAT-Charlie
000000F 456767 456815 DNA/hAT-Charlie
000000F 458060 458217 DNA/hAT-Tip100
000000F 458932 458954 Simple_repeat
000000F 458955 459062 SINE/MIR
000000F 459295 459328 Simple_repeat
000000F 460215 460238 Simple_repeat
000000F 460266 461074 LINE/L2
000000F 461196 461258 Simple_repeat
000000F 461259 461478 LINE/L1
000000F 461537 461586 LINE/CR1
000000F 461945 462117 SINE/MIR
000000F 464017 464106 LINE/CR1
000000F 464695 464793 LINE/L2
000000F 464826 465344 LTR/ERVL-MaLR
000000F 467612 467655 Simple_repeat
000000F 467656 467701 LTR/ERVK
000000F 468019 468381 DNA/hAT-Charlie
000000F 468392 468509 DNA/hAT-Charlie
000000F 470237 470427 SINE/MIR
000000F 470600 471466 LINE/L2
000000F 471479 471531 Simple_repeat
000000F 471539 471700 LINE/L2
000000F 471712 471821 LINE/L2
000000F 471822 471860 Simple_repeat
000000F 471861 471910 Simple_repeat
000000F 471911 471937 Simple_repeat
000000F 471959 472044 LINE/L1
000000F 472172 472394 SINE/MIR
000000F 474135 474361 SINE/MIR
000000F 476603 476790 DNA/hAT-Blackjack
000000F 477000 477225 SINE/MIR
000000F 477366 477709 DNA/TcMar-Tigger
000000F 477717 478069 LINE/L1
000000F 478070 478214 Satellite
000000F 478215 478274 LINE/L1
000000F 479554 479716 SINE/MIR
000000F 480024 480071 Low_complexity
000000F 480621 480727 SINE/MIR
000000F 480728 480903 DNA/hAT-Charlie
000000F 480904 480976 SINE/MIR
000000F 480985 481180 LINE/L2
000000F 482001 482047 DNA/hAT-Tip100
000000F 482228 482363 SINE/MIR
000000F 482396 482475 SINE/MIR
000000F 482955 483180 SINE/MIR
000000F 483403 483472 LINE/L1
000000F 483482 483613 LINE/L2
000000F 484518 484667 LTR/ERVL-MaLR
000000F 484702 484912 LTR/ERVL-MaLR
000000F 484937 484974 Low_complexity
000000F 486268 486370 LINE/L2
000000F 486758 487527 LINE/L2
000000F 487528 487874 LTR/ERVL-MaLR
000000F 487875 487917 LINE/L2
000000F 488553 488590 Simple_repeat
000000F 488591 488696 LINE/L2
000000F 489124 489236 DNA/hAT-Charlie
000000F 489285 489595 LTR/ERVL-MaLR
000000F 489640 489705 LINE/CR1
